id,user_id,check_in_date,check_out_date,room_id,booking_price
4ba1cbf5-75ac-435c-96a2-a513bd147e49,51b218bb-4489-4ecd-b93e-44c53ec6d748,2023-07-03,2023-07-06,786bc463-879f-459d-8221-025737bc3b4f,180
59d2f4b5-c135-4642-89ad-d7c8ee31bb80,47ccdae0-8bb4-490b-a0eb-7875f017d19a,2023-07-03,2023-07-06,10606647-ce23-4b2f-be49-0dce0f1e4b6c,180
44a5d2ac-cab1-423a-85b6-95a96b080e77,b9e07361-4e4c-49a8-a218-d2d405fb5b60,2023-07-03,2023-07-05,5fece07c-f0ee-4625-8f9f-6fae3c701df8,120
7202b07f-e336-4b99-83f3-3bf8a932cb00,44a006b7-be4c-4109-a872-62e9dc82a040,2023-07-03,2023-07-06,9ccc21e8-1f5c-46c7-9691-a10ecee9630a,180
9d74a96c-7e86-47fc-8236-1c98be5bb5be,725dc3c3-133d-40f4-b093-68db9f121b8d,2023-07-03,2023-07-05,7a433a98-b6ef-4db8-96ca-d63989dfc175,120
6d33251c-c8db-4a8c-8613-2594d1ee3111,f9e49cc9-e61f-4552-b84a-b6d6cd6c9847,2023-07-03,2023-07-05,e0f10b5b-dbcc-404a-8f90-ac82c4d301ac,120
e1757969-ec76-4b35-a38d-80da354709f7,88a6302d-f1c9-4f00-9b5b-c48bb228afd6,2023-07-03,2023-07-06,720aaad5-d6a8-4788-9e91-2e0660011f7b,180
4011696d-2ff8-467b-9e7c-f7cdc8ebc259,8a54bfc5-5f79-4a86-b0ff-0e1c4df018b4,2023-07-03,2023-07-06,b137e8f1-77c4-49b4-a415-38a1204004bc,180
c9a2a06e-ad89-4742-8373-133c79c40e5c,3442ff7b-3872-481b-a418-dfcb75821a5c,2023-07-03,2023-07-05,c462710a-2059-4cd8-a907-5162d68f4772,120
d1ab8f7d-06c6-4302-a3b4-cad3e7f6ed36,03a4fdcf-382c-4f55-a63d-62a8249bf6ec,2023-07-03,2023-07-06,cc7fe2f0-bb23-44b3-9106-b4b32878f725,180
e4bb3d8f-b053-4c1d-afe0-79ef1fa1e643,58ee0d0c-2ded-4b1b-8afd-053fe230f151,2023-07-03,2023-07-05,35803529-c2f2-4807-afaa-c5761107d794,120
31755316-e2bf-4d42-b3f6-1eb402e1c5ae,50c268a8-7e9d-4106-8b26-b18491a134cf,2023-07-03,2023-07-05,89b66261-997a-4d67-9178-2ec4efc82988,120
3309e553-0cd3-4fe9-a296-ffa20c8de489,aa8eb0e7-fb26-478e-ac3c-d5a544488de1,2023-07-03,2023-07-05,d8f617ea-418a-49c9-9e86-a9c128a2f0c1,240
cb218665-7770-47e9-b9b9-bb4ee446f028,1a191d7e-1c73-4037-986e-f4df337c54d2,2023-07-03,2023-07-05,fcaa80d0-7a64-4772-b7af-0d79debc3aff,120
dbb1aae5-2f8e-487e-b9f8-da4923d45bc7,b0642d81-3404-4f04-96d6-4b23ac380de0,2023-07-03,2023-07-06,9a3ee2e4-3801-49e2-b77a-3662c0d949bc,180
652a12e0-6b11-4d80-a066-36668b94f6ff,c326cea9-622f-4590-9330-0710375b036a,2023-07-03,2023-07-06,60db1eab-1b52-4426-90bd-51987648e036,180
a2042f37-5887-4e59-8d0f-981037702d82,901afb51-9ef2-4b28-a7c2-aa64b6d3ab38,2023-07-03,2023-07-05,41013944-151d-451a-8387-54b09b3aa963,120
d8b41946-8a05-45c4-a13d-60537da5b511,2933ee8f-51b4-458d-84e4-89ec930a9120,2023-07-03,2023-07-05,dbd7a5ec-2eb5-429d-b9e3-8599e5ccb4c7,240
2c199a06-895f-4568-b61f-209086bfbf82,84785ef0-3ea0-4419-b464-4f563498c17c,2023-07-03,2023-07-05,55e92c21-f7b4-406b-8e04-ec6fb5325055,120
95349e58-bb38-4bc0-a462-4a1bb3538e33,654ed831-bd71-48b5-a136-2caee37117c8,2023-07-03,2023-07-06,e0445290-c6f0-4da6-820a-31ee00d64455,180
1f21033a-ef62-402f-af95-1818ef7a6fd7,3c370b7f-fe82-4738-b33f-0e31cb38576f,2023-07-03,2023-07-06,ca3c81e8-1186-4fd3-bf7e-870cef3506ef,180
47f93bf7-afb8-436e-b963-ee08f9f17984,c7681bd2-c9c0-42b4-b104-a25804a0f5b4,2023-07-03,2023-07-06,7e3324a2-c77c-4aa6-9f5b-d8dad4a2fca9,180
836e6d95-809b-43b1-89ab-ebb4d50ff6e6,70dcd60d-0d8f-4bbf-9cc1-b1a3a5662e48,2023-07-03,2023-07-05,7bab342e-c75a-404c-8c84-de3788702a0a,120
b538de28-014f-4ac6-adad-8e77b7e2f0cc,23178544-e204-46af-ac7d-d5356cc2773b,2023-07-04,2023-07-07,6fc07e48-1de8-4bcb-b331-9478821d141c,180
4d228e73-efd4-4b17-ad0e-4320f39fc5fd,c39faa8e-9ec2-405e-b869-d26368fdc032,2023-07-04,2023-07-06,00f36651-aa78-452e-a8eb-266533b280f9,120
35d9bba9-6ba5-4a87-884b-c14bbc7af8a7,66f3f99e-c93d-4f06-8007-5f1c3c5071b5,2023-07-04,2023-07-07,91affb0c-27bb-482e-90f6-2f00262ffa4d,180
1bac863f-a941-4f02-a4fd-a08882a4630c,2f8052a2-a98e-46da-bafc-0219f6f831e5,2023-07-04,2023-07-06,87356906-25b0-49b4-a237-e6be599f1a85,120
79e60fa0-c450-47aa-aff4-17eaca061b8e,09b4a45a-14fa-43fd-aa96-81b8080e8dba,2023-07-04,2023-07-07,91ab0d65-3916-4f9b-a456-67666acf9747,360
86569bc4-64fc-46d7-8365-a73ef229f490,6555899d-2978-4591-bf3b-7c3e94e9b81d,2023-07-04,2023-07-07,32cdf20f-f70c-42f2-8991-442a81cc1b01,360
ad219243-d619-42fe-99e7-feec9f2a6e84,ae2b9ae3-a841-4db2-902d-9d4107390ae6,2023-07-04,2023-07-06,f46c60c6-31d7-46b9-9634-c5173be0791f,120
a0619a56-b2db-49e8-8810-422234e11f6f,af21ba12-406b-43ef-be0a-6c323e139537,2023-07-04,2023-07-06,448fc224-aca5-4f0b-ad29-eddacae5e7ee,120
9fd6ff93-001a-4804-9b4b-c733d3015932,384a7b25-7750-43a7-9abc-6f1416d2c860,2023-07-04,2023-07-06,ddb8a670-fb58-482e-87b5-90f27964c9f9,120
dc737cd5-c0c7-4352-8540-b6176060a6a3,2837f66e-09b7-4f86-a88d-34eef482889b,2023-07-04,2023-07-06,ee6140bb-13bd-4848-883d-f58ccc17c428,120
b0b19149-b73b-4932-b928-1453ad9c5e07,9563900c-5648-4d96-a9de-2fb945ce2696,2023-07-04,2023-07-07,38095474-5166-4095-80f4-9683f6254fae,180
28993a1c-591e-4863-b9fb-65c1ec53de25,5dc3ecb8-87c8-4dff-beb7-ec2286e3962c,2023-07-04,2023-07-06,6f11de09-1cd9-46ee-8a1d-9715d28b455c,120
0abadad0-1ff7-4152-9842-16570559892f,cc7bef6e-8c0e-4a58-a9fd-64fb635ba487,2023-07-04,2023-07-06,737f42d6-5103-4553-99e9-d6b690e634e8,120
73480e8f-e76c-4b79-83c8-0d159644a60e,9dc71315-96b7-408f-bb8e-c0afb239e7fc,2023-07-04,2023-07-06,08cd074d-5d19-4243-942f-697455043e3b,120
bb299d9c-7ed3-4b21-92df-834710b5c214,505120c3-a84c-4d73-8fef-52a8925a2b07,2023-07-04,2023-07-07,07f289d4-9541-43be-b27f-186f48ccc23d,180
a66759b8-2f79-48ab-96bf-e1c89b7041b8,e0d0b54b-0a22-4cd7-b770-50a4abd5154d,2023-07-04,2023-07-06,813ea628-f5b1-4e5e-b391-50b589327698,120
53794a18-22b2-4066-80f5-1c4ba7b8d3c4,19445a20-14dd-4035-b92c-03eb5e8fabd1,2023-07-04,2023-07-06,15a17885-82fb-451a-9dbd-3b2dbf11ee6d,120
ebb760af-5aca-471d-a43a-47b26c840b8d,29154fc6-29eb-48d6-bc65-ead48bb669cd,2023-07-04,2023-07-07,24d2b447-a438-4d7c-8862-89ed7500b619,360
563dd187-fdd9-46d2-aab2-c6c639951787,87797836-095b-4d82-b253-a97849541a3a,2023-07-04,2023-07-06,4bdc51e0-9b10-42fc-9c3e-6d52e8131a1d,240
b14adb9b-64be-4b97-bdec-700ac9194dbc,c419904a-d26b-4eee-97a0-b5eb634d0c5b,2023-07-04,2023-07-07,dac4b2f8-8705-406a-a3bd-35982fb3be68,180
140a6c5c-c14c-48b0-9127-21c75344960c,dade5dee-03da-42a5-8fcc-8462ac7aa1b1,2023-07-04,2023-07-06,7d0a6735-fd0f-4a52-84db-84e96b277dfa,120
a63b7c30-6e8c-4b8c-a40a-d82e27279a06,7bd9076e-2abe-40d2-a8ed-d01451287f01,2023-07-04,2023-07-07,d64d5d50-76cf-4f33-ac23-93bd941c9165,180
79e672ad-c88b-43b3-b0aa-3205fa5f1bd3,d28bb3e4-dbb8-4855-b6d7-95283ae4abfe,2023-07-04,2023-07-07,6539d999-908f-469a-b05e-77093f0ff04e,180
f80d5d74-3f37-4fe4-b911-da5dfc43b344,b9b31264-73a8-4e9d-b21c-8e40f59b732d,2023-07-04,2023-07-07,0a6d57e2-9e5d-40b7-8982-c1e04fb9442a,180
eda9e1a2-bcc9-4ce9-bd59-a94a761de2c3,b9d5d334-66ae-4db7-950d-903b0566b53f,2023-07-04,2023-07-07,27f5bd69-e2ce-4075-bccd-0e128f05aa7a,180
1d297af0-eafd-49f5-b0c5-38acf7610b46,d473d7fa-36cb-4e1c-aac5-3967d8231435,2023-07-04,2023-07-07,7affcc44-5178-4a25-8c2c-616558d944e9,180
3ffe2f9a-f8e5-4ec8-b1a3-bfaa9d431ba8,fdc6c29f-a73a-4a8d-9b3e-31fd9a1ab78b,2023-07-04,2023-07-06,071de032-c1fe-4dd7-a741-ead33fd73071,120
604b5449-22a9-4e8c-a1bf-7990a7ca49f4,92fe2afc-2299-4541-bf4f-5ccee59d90c9,2023-07-04,2023-07-07,02dec2ec-cbdf-477a-aebe-a344efdab891,180
cef00291-ee32-4e9a-8178-10c34ebf37bb,cf38dab4-74f4-467e-bbe6-0a7806baa3d9,2023-07-04,2023-07-07,55f2364c-0967-47b1-9fd5-7b82b9731709,180
015839a1-13ae-45f7-9a24-5c5c14b409ba,885a5bb4-2907-40cc-89e9-9886406177bb,2023-07-04,2023-07-07,a19cc288-413a-4670-8538-83970ea13f33,180
bb92e0b2-3d13-41e0-a965-f749e20828c0,3d1d80e1-3614-466a-80d5-e331b782e140,2023-07-04,2023-07-06,d1d76384-9ab8-4292-974c-8a9eb5c8cbab,120
0f6adae6-752d-4c4f-967f-31118ed1844d,52d104e9-96b9-4c3f-8dc0-5f6e84ce166d,2023-07-04,2023-07-07,044142fe-6806-48c9-b239-597761cb7869,180
299aadc1-1a9e-45ab-a27c-7313d599f526,5302a135-1790-4102-834a-6abbb44cea75,2023-07-05,2023-07-07,9a9a27cf-9ff4-43e5-a1ce-01dfaf7ad2bb,120
25a420bf-d5a3-4a07-832e-a03a46d69cfc,4d7cacb3-fb13-4641-9e8a-3f03e7f69752,2023-07-05,2023-07-07,3569b2b0-8569-45d1-9fef-6701f6164c83,240
7f73a660-2ffd-4cca-847a-7cbe21034b2a,59cbd40b-9272-4f48-86b4-65e19735d268,2023-07-05,2023-07-08,fb0c56c6-4cfc-4026-9dd0-b6520ce5c03e,360
bcc64178-75b8-45ef-866b-e9ced7983703,fbf2b56b-e162-461b-b83b-29174ef0b5b5,2023-07-05,2023-07-08,4d15e712-ecb0-4541-899b-19c33155388c,180
fd789485-8221-44fd-8fb9-c9e24c557c38,5f8eb7f0-cd9c-4a5e-89c2-9f6232754d40,2023-07-05,2023-07-08,0c3c3e85-14e6-4b13-b14e-1be689971d31,180
88d0d467-5a88-4311-aefc-1406c1539390,48343640-92dd-442c-86cc-5122761488ec,2023-07-05,2023-07-07,d24f1d7d-52ef-451d-8b29-22fe53d003e3,120
afd536df-8571-4ba4-a928-49dffb4d51fe,646b6c0e-e44d-48e1-81f8-8345e8639cad,2023-07-05,2023-07-07,cf7024b1-144e-41c1-8188-13cdbf8a0ad3,120
9419e430-761c-4d74-a54f-13629fe91466,e298a12d-7166-4927-a033-b68660db055d,2023-07-05,2023-07-07,f49c8feb-1ee2-4988-8bbe-ef9c8f14152f,120
