id,user_id,lesson_date,instructor_id,lesson_level,duration_hours,lesson_price
e4e80705-b740-480e-bf96-2638c6055c3e,ba68f6bc-b00f-476d-bbf7-f76d100c9475,2023-07-04,98ebf34f-260d-4c88-a859-6960cda5ab66,Advanced,2,100
420d13e6-5613-43a6-af22-147f3f12a38a,8f85aee4-92ce-4d49-bc7e-eb2e54edb283,2023-07-04,6725faab-3288-4c77-b8e6-bbadd4e05dd1,Intermediate,1,40
fcecc67b-3641-4e0b-b517-a4d6a3ca7b6f,a931ec47-b169-42f2-83b4-49827d945fbf,2023-07-04,d2950da0-8df3-4639-810c-fc2ec86e68b5,Advanced,1,50
a5ac94ff-10fa-428f-b7e6-8f8ec2b52399,47ccdae0-8bb4-490b-a0eb-7875f017d19a,2023-07-04,b7d954a1-5479-4e2c-8b12-11946e028a14,Intermediate,1,40
6952bc7f-c499-4916-a5c6-254d580814d6,b9e07361-4e4c-49a8-a218-d2d405fb5b60,2023-07-04,30ce5b61-251a-4224-b50d-6dbcf04eef9a,Intermediate,1,40
c780135f-a2d7-46ad-a005-3634e751fa1d,88a6302d-f1c9-4f00-9b5b-c48bb228afd6,2023-07-04,35c5c391-f589-4af8-aba6-a60257d67309,Intermediate,2,80
a8bbdd1b-05b8-4f8b-bda3-b717ad3847a5,70dcd60d-0d8f-4bbf-9cc1-b1a3a5662e48,2023-07-04,3b70e125-d532-4a05-86e9-c3e7955a54a1,Beginner,1,30
f876f292-32aa-4878-9484-4195d9313116,6555899d-2978-4591-bf3b-7c3e94e9b81d,2023-07-04,cd926f73-cd1a-4104-a30e-47298bf03ed1,Intermediate,1,40
86b877f2-37d5-41ca-8607-f2e517d68af8,9563900c-5648-4d96-a9de-2fb945ce2696,2023-07-04,8c3dabd9-7367-495f-babf-f9cf904947b0,Beginner,2,60
34530bd3-1d87-4881-aaa0-1b362147b6a9,29154fc6-29eb-48d6-bc65-ead48bb669cd,2023-07-04,3c7ee4de-e80d-462c-8266-86dc8b623aae,Intermediate,1,40
a5de60a5-70de-4e30-9329-4eb8b3c5afd9,c419904a-d26b-4eee-97a0-b5eb634d0c5b,2023-07-04,ac16be0f-d47a-4aa6-bafb-a48708249d88,Advanced,1,50
1fa2a2f8-31b3-41ad-992b-314e52ec283d,d473d7fa-36cb-4e1c-aac5-3967d8231435,2023-07-04,c69801b0-cafe-4b61-9bc8-990c5e697aec,Intermediate,2,80
c2fb70d3-c794-482b-8bc1-2d020d8a7b00,3d1d80e1-3614-466a-80d5-e331b782e140,2023-07-04,f4ae0675-f16a-4833-8b09-f63ca0c1c0c2,Advanced,1,50
e93e7a3a-91c3-49d5-9618-477b3fb1e4f0,0c18656a-e027-4873-8fbb-658f8d5bde7c,2023-07-05,8762b268-5aa9-4496-a8ed-a25d9975af89,Advanced,2,100
d301cad3-679e-4257-a7a0-4d0d96cde2e5,44a006b7-be4c-4109-a872-62e9dc82a040,2023-07-05,620ab601-40d1-4249-8660-f4e18754c7de,Advanced,2,100
424a801e-ee70-4dd5-aad8-439fa8452750,725dc3c3-133d-40f4-b093-68db9f121b8d,2023-07-05,978b2cfe-6d99-4e11-a19a-65417087612d,Intermediate,2,80
50b1847a-844c-45a8-ab0f-aca82a7ad856,23178544-e204-46af-ac7d-d5356cc2773b,2023-07-05,59f07501-5a51-492b-a76b-5e0f504aa2cb,Beginner,2,60
add3912f-db2f-4ade-9a2f-35b9cfe47560,ae2b9ae3-a841-4db2-902d-9d4107390ae6,2023-07-05,a7cfb6fc-58a3-4e70-8f3f-8be3ad083d2d,Advanced,1,50
ebfbdc02-5b81-4bd3-b6a6-50d1524a3b3d,52d104e9-96b9-4c3f-8dc0-5f6e84ce166d,2023-07-05,69953fd4-8da6-46c2-b765-a3120169adfb,Intermediate,2,80
6ea15f91-31a3-40e8-8c5c-31041c1fd4b1,48343640-92dd-442c-86cc-5122761488ec,2023-07-05,8c3dabd9-7367-495f-babf-f9cf904947b0,Intermediate,1,40
766bf1ed-45f4-4c49-a870-81d5326e383f,331e1f4e-e108-4e18-9a12-2d0b92fa0c5b,2023-07-05,8a8bb382-41ac-4d3a-86ac-a53ec3611088,Intermediate,2,80
99154f84-9bf9-4288-9c68-09296391b838,c39faa8e-9ec2-405e-b869-d26368fdc032,2023-07-06,4791a095-fde9-431e-8d24-bd5898a611d3,Beginner,1,30
fba5b77a-ba02-40c0-b058-425b9a8f77e9,c419904a-d26b-4eee-97a0-b5eb634d0c5b,2023-07-06,cd926f73-cd1a-4104-a30e-47298bf03ed1,Beginner,2,60
101d1f95-33c1-46c3-9a3f-8e2fe3a782c3,fdc6c29f-a73a-4a8d-9b3e-31fd9a1ab78b,2023-07-06,971b7655-2289-4828-b775-59c0c5556843,Advanced,2,100
fcc4aad7-ff73-47f1-aafb-8c57a48e6870,3d1d80e1-3614-466a-80d5-e331b782e140,2023-07-06,41b400d6-ff3b-4053-b76a-d07d43799efb,Advanced,1,50
24dfcea0-aadb-489a-8ec6-8673b165319c,cbd405b1-1f74-4673-8b41-ecb75207a195,2023-07-06,3bd0a1c2-c76b-425c-8ddd-4d6c73218325,Intermediate,1,40
35e7ac63-db75-4a7e-b5b1-2e1aec71472f,630ce1ea-5a48-425a-9460-468d7ec7549f,2023-07-06,0a7e00ec-6a77-4c4c-9727-4463878dc1ba,Beginner,2,60
ddcb532b-9dae-4c81-8672-c00d37242de1,bac02427-e8a7-4179-a96c-6b2ecb53ea85,2023-07-06,99725502-3fc8-4a57-bdc8-3ca2bbbeb35b,Beginner,2,60
87525dd0-000a-46b4-b91b-96a13ed7549e,a28a2f69-8880-440d-9df1-8c14bba94b30,2023-07-06,30ce5b61-251a-4224-b50d-6dbcf04eef9a,Advanced,1,50
d17ce3df-de03-4c34-bf8e-37fed22b9b67,f36ae636-28ee-47f3-af5f-d43e0561ba37,2023-07-06,7a833f84-2bd0-44eb-b68a-331184070e45,Intermediate,1,40
efd1f0b7-4831-479e-8ae4-55ae32f758b4,07fc96a4-135d-409f-8969-3acf76ca89c8,2023-07-06,44436880-c6a4-4012-877f-5a672d1405b4,Intermediate,2,80
20e1c858-6b2b-4b31-ac8b-56e331e2c1b3,92fe2afc-2299-4541-bf4f-5ccee59d90c9,2023-07-07,4fe9afd4-9414-4ae1-adda-d8ed5dd77d82,Advanced,1,50
db9cc8c8-37f8-43b2-8f6b-241b515494b4,885a5bb4-2907-40cc-89e9-9886406177bb,2023-07-07,f38d6830-6631-4752-918d-c824e2e21918,Beginner,2,60
b21271e5-446b-448c-9d0a-f94607538cb4,5f8eb7f0-cd9c-4a5e-89c2-9f6232754d40,2023-07-07,d796998b-fd5b-4d7a-97a1-059b9dacc45c,Intermediate,2,80
c63fe63e-8c92-47ce-8a9b-2393a839969b,a7977394-ece2-4e1c-bbc8-373f7eb205a7,2023-07-07,ce9e79eb-cbd6-4f8f-9536-6f2c0a1c3848,Intermediate,1,40
e518f376-68db-426c-ad9e-68aa802deb67,103bc767-5258-4c3b-b88a-db9d8904d243,2023-07-07,6bc7e89e-3c51-4ae7-85e6-358da1afb3ff,Beginner,1,30
6166ea7c-bc0e-47fa-b994-61d0d2b3c381,65fd779b-2cb9-4e24-8eb0-372bc82a5190,2023-07-07,786ffd77-0a39-4d29-97dc-0422406a11c3,Intermediate,2,80
4f186d5d-7082-43f9-a5c0-a405423015c5,bd5d5976-cffd-44fb-9d1a-54f0b426284c,2023-07-07,44436880-c6a4-4012-877f-5a672d1405b4,Intermediate,2,80
6ad5674b-a7ca-4885-a226-03f0b21208a6,53a2dd95-c55c-4a74-918d-dc756e4e7657,2023-07-07,4791a095-fde9-431e-8d24-bd5898a611d3,Advanced,1,50
6fd37ee6-7210-4a56-9bc1-b5a6b01317a3,d67e9a1f-b18a-4fde-be16-42d79ee2cf97,2023-07-08,6bc7e89e-3c51-4ae7-85e6-358da1afb3ff,Beginner,1,30
f7eb9e0a-c9d9-4986-9562-c6263a934106,a28a2f69-8880-440d-9df1-8c14bba94b30,2023-07-08,91162d58-3848-4174-8e2e-2c40b27db897,Beginner,2,60
f0e11d3e-6a45-4d54-ab97-18cf596d4723,f36ae636-28ee-47f3-af5f-d43e0561ba37,2023-07-08,254b8983-21c3-47cb-829e-7d4199f6c409,Advanced,1,50
05a88853-3483-473e-9734-982b552bcac1,e40b4f3b-b3e5-4519-bf13-7e718aeaac60,2023-07-08,930b438a-6b75-44ec-b63a-10d1f5b0a6dd,Beginner,2,60
43807b4e-9748-4008-b485-2fc3b2cdac9d,07b8eedf-6a01-46c4-b8f4-3280f63dbe8d,2023-07-08,41b400d6-ff3b-4053-b76a-d07d43799efb,Beginner,2,60
5e5f8056-18ef-45bf-8963-0b671ecb85f9,0badc689-7a1c-4467-9902-255ed8d78f56,2023-07-08,12878cd9-93db-4188-ad2e-35a61be3a08b,Beginner,2,60
1581b629-2525-4a6c-9f24-49d0671ee492,c1aa97ad-86dc-42ba-9ba4-222e79fd2f88,2023-07-09,4581f151-bea8-4fa7-bd6a-5d11a07227a9,Intermediate,2,80
dea6c80f-c8ba-49da-a206-c23369521fd2,bd5d5976-cffd-44fb-9d1a-54f0b426284c,2023-07-09,74a4b1d2-d7e9-4790-9c41-1502987bd45d,Beginner,1,30
003b2327-cf65-442e-8135-162989c5951f,0badc689-7a1c-4467-9902-255ed8d78f56,2023-07-09,dc86549b-47a6-4be8-b26d-e3597b624edf,Advanced,2,100
8f90614d-5b52-4ffa-939e-4291b760962f,96a31d2e-97ba-4095-b538-277f2db8a738,2023-07-09,4791a095-fde9-431e-8d24-bd5898a611d3,Intermediate,2,80
3a6e577b-c110-4a77-9092-36a89194d48b,ff159082-7930-4ec7-9fb8-56be1ac8431f,2023-07-09,30ce5b61-251a-4224-b50d-6dbcf04eef9a,Advanced,2,100
ba526066-4372-4def-8256-26859a77b3d9,d8b16a7b-280c-4063-9016-9fa6cc7959ff,2023-07-09,7ef230cc-e69a-44b8-b095-74070f262d89,Intermediate,1,40
8e81d7d1-0bf0-48fe-996a-21994b30042e,61c3629a-a9de-46ae-8279-cbf046850f63,2023-07-09,65c185bb-b1d0-4184-9a4d-01263782ce44,Intermediate,1,40
78cbaa25-49c0-4f9f-b724-dd3527d3e6f7,eb279195-5124-4fa6-92de-585cec058a70,2023-07-09,e4816f43-b87e-4709-a29f-9a79f17e817c,Advanced,2,100
285e67e3-b0a9-4cec-b2b0-922d585aee30,43435b9d-3772-4ae3-9ec0-9d6b2256d1a4,2023-07-10,12878cd9-93db-4188-ad2e-35a61be3a08b,Intermediate,1,40
6cd59ba2-7691-4bb1-a941-e7c473563775,63643927-d462-4950-a675-a594243e192d,2023-07-10,7a833f84-2bd0-44eb-b68a-331184070e45,Intermediate,2,80
6f5851ba-c071-465a-b5ac-0ce7e443b5d2,083ddf18-b00f-4a55-8295-164341dcc4b1,2023-07-10,6725faab-3288-4c77-b8e6-bbadd4e05dd1,Advanced,1,50
0e4f25b4-e2c6-41d5-bdf5-0a9a7b30f608,8e9eabb4-8e0f-4cd6-a9cd-17750d497210,2023-07-10,14930a5b-4e04-4c2f-a532-5d36d67bb51f,Beginner,1,30
d5346bf2-52b2-48c5-83fa-4e3cfc3794b4,6b2a9a9b-7f57-4168-a07a-25d993867374,2023-07-10,41b400d6-ff3b-4053-b76a-d07d43799efb,Beginner,2,60
4b2cf70f-488e-46e4-b1aa-ff6dcdaa700d,947dbc6b-d029-4f90-b1ec-48f6c0220aad,2023-07-10,786ffd77-0a39-4d29-97dc-0422406a11c3,Advanced,2,100
4a7023d0-d19a-4df0-a8c1-f3e65968fbf4,8020910c-e995-4011-bf7f-5f84e8a11393,2023-07-10,7a17da55-9806-4ac8-9c96-b517d46a01da,Intermediate,2,80
0115589b-402c-4c71-a1cb-654ce472ff8e,0ac4dc93-61e0-49ee-a4d9-67f674a3f3f4,2023-07-10,971b7655-2289-4828-b775-59c0c5556843,Beginner,2,60
33a355b6-96e2-44fe-b09b-5299b2bf00b5,13a8a40d-82e1-449c-9e6d-dde78139d616,2023-07-10,ae18b978-fde2-4a35-b1b4-9b621e25417a,Beginner,2,60
82e2cdae-624d-4ef7-973f-61e4214ba0b7,647966ab-bcf2-43b7-9fc1-103967855ba6,2023-07-10,8762b268-5aa9-4496-a8ed-a25d9975af89,Beginner,2,60
632dd17a-5d8e-4d00-9f32-e06388c31739,c2350939-2cb7-461b-b556-4a90b195974c,2023-07-10,8af5e573-c787-4260-a4b4-676430fc4a9e,Advanced,2,100
923209a3-ae24-4152-8237-1b5969a592c8,ae1b8bc8-b610-46e6-97ad-68d13a8e554d,2023-07-10,353bad73-94d6-4b29-ae94-d3c699282317,Advanced,1,50
42359c23-ff5a-46cc-8680-03564249cb80,8621d4f6-e431-4437-a78c-b4b561e025c4,2023-07-10,101aa57d-8dd6-45a1-8b4a-251db11a34d8,Intermediate,1,40
0501a3fa-efc7-43ff-b088-0aa61c82e46c,f1862376-abed-4bdd-8dd4-439981f0bcd5,2023-07-10,e4816f43-b87e-4709-a29f-9a79f17e817c,Beginner,2,60
c7860287-e126-4547-b43e-9d6f44ce7829,0bd6c87b-8844-48bc-8b68-4932a753533c,2023-07-10,978b2cfe-6d99-4e11-a19a-65417087612d,Intermediate,1,40
09ba2c92-f308-4d2a-b412-02b250244d3b,782397c9-c68f-44da-b8b4-e9b884c8168f,2023-07-11,60e98da3-70c4-4fd4-9d81-5e3be0f3de94,Beginner,2,60
39793c18-2e2e-4510-b2e1-15a93d9bb711,8e9eabb4-8e0f-4cd6-a9cd-17750d497210,2023-07-11,4e2627f5-49d2-43d5-bcd7-93c9da126268,Beginner,2,60
0f08b284-9da6-4451-8a6b-34bd480edd88,68a5a7aa-cd33-48c0-952b-45acd0354f3e,2023-07-11,4581f151-bea8-4fa7-bd6a-5d11a07227a9,Beginner,1,30
925c785b-edae-48c6-a284-7adc0f0a03c6,76b50e9c-c9d9-4faa-bc81-921d052ee7b4,2023-07-11,3eb097f5-cc06-4fb7-a942-8c1d5f8c95fb,Advanced,1,50
600632dd-677c-4144-96a3-483780c75917,800225c2-e696-49c2-8bbe-89603d6a7f20,2023-07-11,a7cfb6fc-58a3-4e70-8f3f-8be3ad083d2d,Intermediate,1,40
ce655848-d0cd-463b-9a51-4bf447b75620,61c3629a-a9de-46ae-8279-cbf046850f63,2023-07-11,44436880-c6a4-4012-877f-5a672d1405b4,Beginner,2,60
78eb636a-96d8-495d-bf4b-c04a30388588,c9a406df-2d29-4453-aa09-3301513efb70,2023-07-11,2cc0d450-54e5-4dc1-901b-0825c327cfd2,Advanced,2,100
da83013e-e315-423e-903f-d744fcf9dfa8,5cfa77df-3ac3-42de-b46a-ca95f7a5ea88,2023-07-11,7b5e93ff-e8ea-4e0a-b3dd-ed2676cee00b,Intermediate,1,40
63d582d9-21f9-4f30-9d2a-acbd95d60d01,1b813aa1-85b7-4e00-bcfd-47b525730f4d,2023-07-11,30ce5b61-251a-4224-b50d-6dbcf04eef9a,Advanced,1,50
4d67ab7f-74c1-47ca-8ae0-47dc3ae7958f,27d5c7da-bb9f-4b07-bddb-7c5b84310e1a,2023-07-11,1d40a04a-67f2-41d4-b67e-bbfcffed152c,Intermediate,1,40
8568db7c-b8c7-462d-9ed6-9b1feb769942,20fd352d-2117-4376-b0eb-b81a487d1eda,2023-07-11,101aa57d-8dd6-45a1-8b4a-251db11a34d8,Beginner,2,60
9aae7ed9-512f-494c-be7d-b89bb433c7bd,c1ae69c3-e620-42e9-a641-68e762bc4942,2023-07-11,544add98-696b-4ea7-9b5d-7441a6b15bf0,Beginner,1,30
ec572496-f800-4a8e-99f3-8c21f4b138aa,dabcebec-c24e-4ff3-bcb8-193b58b364c9,2023-07-11,8a129543-1a88-4b4c-933a-0c068fb64942,Intermediate,1,40
efdc4c20-d58b-4d9e-8591-d38ebaedefaa,cd917568-5786-4790-a97d-46c718401212,2023-07-11,4fe9afd4-9414-4ae1-adda-d8ed5dd77d82,Beginner,2,60
2f5ea856-2d59-42ac-bb9b-023868eb06d7,51d63259-6add-4945-b553-5ce8afa0156a,2023-07-11,254b8983-21c3-47cb-829e-7d4199f6c409,Beginner,2,60
8d899edd-f8f6-4822-afef-47725bdcb079,26588085-f592-4375-a6f3-bfb4c7d938e7,2023-07-11,e589064c-bb19-4e7d-a170-5e5e6121a360,Advanced,2,100
489660c2-9677-4be1-bcea-eaedd27192a4,c41d7a05-b2df-4fe8-aa08-7aba0ff58375,2023-07-11,3c7ee4de-e80d-462c-8266-86dc8b623aae,Beginner,1,30
2983cc75-170f-43f3-93b3-a1243e9edf1a,b6b47795-f527-46c6-b420-929e399d96fd,2023-07-11,786ffd77-0a39-4d29-97dc-0422406a11c3,Beginner,2,60
1b1e937a-7fec-41bf-86aa-2af098f3a3d6,dbb4538c-5ca6-465c-9ea3-e45ef3110e26,2023-07-11,3fb1ea8d-efee-4d06-be63-fb411a1ddad9,Beginner,1,30
92dc3da9-c89a-4296-969c-fe16a253d470,24d3a9f1-2001-4ebd-9e99-c93642c45e5a,2023-07-11,66e89a92-7c43-4e87-af44-ae7d00c2deb7,Intermediate,2,80
ece43de1-5957-4208-9c4e-5617ddc353eb,50fb5415-aae7-4a77-9e15-395f27a62db0,2023-07-12,79937cc4-80bc-46a0-a944-7a00a9de435c,Beginner,1,30
c30adb9b-fbfd-4f54-951c-332b12a1cdac,8621d4f6-e431-4437-a78c-b4b561e025c4,2023-07-12,3f2641e8-768f-452e-91f6-ae5a4c9c39c5,Beginner,2,60
77865def-6274-4d0b-9785-1e8fa15352b0,4f8713d5-d03a-415b-854f-1c9a5a2c8d62,2023-07-12,141a9274-374d-4bd5-881c-e34527c5e2e3,Advanced,1,50
956d0c14-a934-4558-97c5-1bf3b8e75fc2,51e3d43d-1e52-4ec6-a6fc-df5657ce8707,2023-07-12,3a01a945-8d63-4442-923f-18deab508e1a,Beginner,1,30
bdf504a2-37a1-4df8-b97f-2aa7f2e348db,cfb040de-36b8-49d2-908d-13335b6fdfff,2023-07-12,6bc7e89e-3c51-4ae7-85e6-358da1afb3ff,Advanced,2,100
c5dae3f2-a747-4979-b041-ea7d12596391,031c82b1-37fd-400c-b683-a1fec552df2d,2023-07-12,3c7ee4de-e80d-462c-8266-86dc8b623aae,Advanced,1,50
b5360d25-57b7-4431-88e0-de375df69513,dabcebec-c24e-4ff3-bcb8-193b58b364c9,2023-07-13,26ce11a1-c3a0-445e-ba58-032884f8913d,Beginner,1,30
5a11f4ba-e86e-47f7-a392-d2d416df2af4,e1ad55bc-8649-45e3-92ed-1dfb487683f7,2023-07-13,a7cfb6fc-58a3-4e70-8f3f-8be3ad083d2d,Beginner,2,60
ebbb6ff8-13a9-4450-aefe-230d00e662a4,6f3efcef-e2d1-4ce4-aa2a-6398ed88a702,2023-07-13,34af35e0-9084-430e-a071-9236a7fe0bd6,Advanced,1,50
93f66cab-6599-4eb0-a0ef-22ee7feb7b40,baabf224-2777-404d-9a6d-cfbed0d23b91,2023-07-13,4581f151-bea8-4fa7-bd6a-5d11a07227a9,Intermediate,2,80
88cbf5ed-60a9-4e0d-b601-d9237def78f6,f4737047-9b17-4945-a26b-0887a119aa8e,2023-07-13,3fb1ea8d-efee-4d06-be63-fb411a1ddad9,Beginner,1,30
122b0975-7764-4f4a-93db-f23f0f9c4c86,bbaeb79a-70dd-4cb7-b998-4037952ebcde,2023-07-14,6e833cca-8f08-41cd-bf32-41009c390509,Beginner,1,30
b7e58ff9-f52d-406f-a23c-b09a6a8908d3,0dd52b43-a214-4e0d-ba1d-67f5c39942e1,2023-07-14,23234303-b61e-4f2e-8bf9-6d65b4abbb2e,Intermediate,2,80
fb075c9a-dc74-4c3f-9690-bbbf10fe9275,b96ef273-88f0-4d62-898a-4a4ef26faff4,2023-07-14,a7cfb6fc-58a3-4e70-8f3f-8be3ad083d2d,Advanced,1,50
6aa10791-4251-4182-9089-92dd7e5d56be,4f2b489c-2b52-4496-901c-a119d29913d0,2023-07-14,d796998b-fd5b-4d7a-97a1-059b9dacc45c,Intermediate,2,80
638356c0-cca6-4c62-9b4a-98503633054c,85fd1c85-f1e1-4924-acec-11f8b3b3fce0,2023-07-14,1d40a04a-67f2-41d4-b67e-bbfcffed152c,Advanced,1,50
560b0e08-a345-4f01-9715-eaa53cc3ea2b,2dfc08ef-2218-4d13-9449-670255aa1538,2023-07-14,6bc7e89e-3c51-4ae7-85e6-358da1afb3ff,Advanced,1,50
a5a18b96-fa6c-412b-92b8-1ef9bdfea574,7012b154-5f4b-4d31-885e-d3224a83e144,2023-07-15,7a17da55-9806-4ac8-9c96-b517d46a01da,Intermediate,2,80
3810cb7a-96d4-41b8-8a0b-3494504ccc67,0dd52b43-a214-4e0d-ba1d-67f5c39942e1,2023-07-15,3c7ee4de-e80d-462c-8266-86dc8b623aae,Advanced,1,50
49280354-dd29-4043-9a7a-ca29bb31ee51,a05208b2-4b87-45cc-aebc-adf6ae755ae1,2023-07-15,544add98-696b-4ea7-9b5d-7441a6b15bf0,Advanced,1,50
cf5a9c12-1544-44b2-b2b0-016160fe7499,371ac277-cdd4-4610-86fa-f66c18643809,2023-07-15,ae18b978-fde2-4a35-b1b4-9b621e25417a,Intermediate,1,40
963afcf6-6c66-415a-9e7d-6f7986e0e1a1,5167699d-5d91-49a5-9478-68cb81f03c39,2023-07-15,8a8bb382-41ac-4d3a-86ac-a53ec3611088,Beginner,1,30
9114dcc2-c44c-458e-b5bb-4fd0f46a4c55,437e02bf-f997-41df-a21e-f25a7c32db56,2023-07-15,99e0aabf-de86-4bbe-a108-45da7b4dccb3,Advanced,2,100
542aafe3-bb6d-432a-92d3-15546422f48a,5880ac81-325f-43e9-b306-3e07ae626f4a,2023-07-15,c615fa53-2dc9-43a1-88de-0bb613615ada,Advanced,2,100
5e044307-04b3-4ca5-aeaa-b411b08c8957,365ab5ec-1e4d-435b-9bb8-8d00bf9d8ba9,2023-07-15,98ebf34f-260d-4c88-a859-6960cda5ab66,Intermediate,2,80
42f0ed4e-6e17-44e7-95e7-2fb2417fe85e,e7add927-b334-4c4b-8b58-2e7c12a19a3a,2023-07-15,d2950da0-8df3-4639-810c-fc2ec86e68b5,Intermediate,2,80
68e432c4-b5f0-45d7-a804-9e27a2b04cf6,b37360ef-24d7-4599-ae4a-ca6d2786049d,2023-07-15,6e833cca-8f08-41cd-bf32-41009c390509,Intermediate,2,80
